"cell_id","scene_id","col","row","season","url"
47358183,"tile487089_736815_736967",3289,5344,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47307504,"tile487089_736815_736967",3280,5345,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47307506,"tile487089_736815_736967",3281,5345,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47307507,"tile487089_736815_736967",3282,5345,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47307508,"tile487089_736815_736967",3283,5345,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47294842,"tile487089_736815_736967",3284,5345,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47294843,"tile487089_736815_736967",3285,5345,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47320168,"tile487089_736815_736967",3286,5345,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47320169,"tile487089_736815_736967",3287,5345,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47320170,"tile487089_736815_736967",3288,5345,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47269511,"tile487089_736815_736967",3289,5345,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47307502,"tile487089_736815_736967",3280,5346,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47345515,"tile487089_736815_736967",3281,5346,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47244209,"tile487089_736815_736967",3282,5346,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47244210,"tile487089_736815_736967",3283,5346,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47358184,"tile487089_736815_736967",3284,5346,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47358185,"tile487089_736815_736967",3285,5346,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47256857,"tile487089_736815_736967",3286,5346,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47345509,"tile487089_736815_736967",3287,5346,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47345510,"tile487089_736815_736967",3288,5346,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47345511,"tile487089_736815_736967",3289,5346,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47345512,"tile487089_736815_736967",3280,5347,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47244206,"tile487089_736815_736967",3281,5347,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47244207,"tile487089_736815_736967",3282,5347,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47269510,"tile487089_736815_736967",3283,5347,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47358192,"tile487089_736815_736967",3284,5347,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47256855,"tile487089_736815_736967",3285,5347,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47256858,"tile487089_736815_736967",3286,5347,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47244211,"tile487089_736815_736967",3287,5347,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47256854,"tile487089_736815_736967",3288,5347,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47320167,"tile487089_736815_736967",3289,5347,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47256861,"tile487089_736815_736967",3280,5348,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47307509,"tile487089_736815_736967",3281,5348,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47307510,"tile487089_736815_736967",3282,5348,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47244208,"tile487089_736815_736967",3283,5348,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47244212,"tile487089_736815_736967",3284,5348,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47256862,"tile487089_736815_736967",3285,5348,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47345514,"tile487089_736815_736967",3286,5348,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47358186,"tile487089_736815_736967",3287,5348,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47256859,"tile487089_736815_736967",3288,5348,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47256856,"tile487089_736815_736967",3289,5348,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47244214,"tile487089_736815_736967",3280,5349,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47256863,"tile487089_736815_736967",3281,5349,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47358191,"tile487089_736815_736967",3282,5349,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47256860,"tile487089_736815_736967",3283,5349,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47358189,"tile487089_736815_736967",3284,5349,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47358188,"tile487089_736815_736967",3285,5349,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47244205,"tile487089_736815_736967",3286,5349,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47358190,"tile487089_736815_736967",3287,5349,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47244213,"tile487089_736815_736967",3288,5349,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47358187,"tile487089_736815_736967",3289,5349,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487089_736815_736967.tif"
47295006,"tile487485_736815_736967",3440,5340,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47307661,"tile487485_736815_736967",3441,5340,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47244372,"tile487485_736815_736967",3442,5340,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47307663,"tile487485_736815_736967",3443,5340,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47295005,"tile487485_736815_736967",3444,5340,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47320328,"tile487485_736815_736967",3445,5340,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47307662,"tile487485_736815_736967",3446,5340,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47244373,"tile487485_736815_736967",3447,5340,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47244374,"tile487485_736815_736967",3448,5340,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47307664,"tile487485_736815_736967",3449,5340,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47320329,"tile487485_736815_736967",3440,5341,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47307666,"tile487485_736815_736967",3441,5341,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47307667,"tile487485_736815_736967",3442,5341,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47257020,"tile487485_736815_736967",3443,5341,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47244370,"tile487485_736815_736967",3444,5341,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47244371,"tile487485_736815_736967",3445,5341,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47345675,"tile487485_736815_736967",3446,5341,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47269670,"tile487485_736815_736967",3447,5341,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47257014,"tile487485_736815_736967",3448,5341,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47307665,"tile487485_736815_736967",3449,5341,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47257016,"tile487485_736815_736967",3440,5342,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47358343,"tile487485_736815_736967",3441,5342,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47257018,"tile487485_736815_736967",3442,5342,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47257021,"tile487485_736815_736967",3443,5342,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47257022,"tile487485_736815_736967",3444,5342,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47257017,"tile487485_736815_736967",3445,5342,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47295004,"tile487485_736815_736967",3446,5342,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47320327,"tile487485_736815_736967",3447,5342,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47358349,"tile487485_736815_736967",3448,5342,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47358350,"tile487485_736815_736967",3449,5342,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47269671,"tile487485_736815_736967",3440,5343,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47269672,"tile487485_736815_736967",3441,5343,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47257015,"tile487485_736815_736967",3442,5343,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47269673,"tile487485_736815_736967",3443,5343,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47358344,"tile487485_736815_736967",3444,5343,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47358345,"tile487485_736815_736967",3445,5343,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47307668,"tile487485_736815_736967",3446,5343,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47307669,"tile487485_736815_736967",3447,5343,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47307670,"tile487485_736815_736967",3448,5343,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47257023,"tile487485_736815_736967",3449,5343,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47295003,"tile487485_736815_736967",3440,5344,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47244368,"tile487485_736815_736967",3441,5344,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47244369,"tile487485_736815_736967",3442,5344,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47345673,"tile487485_736815_736967",3443,5344,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47345674,"tile487485_736815_736967",3444,5344,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47320330,"tile487485_736815_736967",3445,5344,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47282338,"tile487485_736815_736967",3446,5344,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47269674,"tile487485_736815_736967",3447,5344,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47269675,"tile487485_736815_736967",3448,5344,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47358346,"tile487485_736815_736967",3449,5344,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47257019,"tile487485_736815_736967",3440,5345,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47358347,"tile487485_736815_736967",3441,5345,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47358348,"tile487485_736815_736967",3442,5345,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47295002,"tile487485_736815_736967",3443,5345,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47244367,"tile487485_736815_736967",3444,5345,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47345671,"tile487485_736815_736967",3445,5345,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47345672,"tile487485_736815_736967",3446,5345,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47358351,"tile487485_736815_736967",3447,5345,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47282335,"tile487485_736815_736967",3448,5345,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47358352,"tile487485_736815_736967",3449,5345,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47320331,"tile487485_736815_736967",3440,5346,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47320332,"tile487485_736815_736967",3441,5346,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47269676,"tile487485_736815_736967",3442,5346,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47269677,"tile487485_736815_736967",3443,5346,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47320335,"tile487485_736815_736967",3444,5346,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47269678,"tile487485_736815_736967",3445,5346,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47269679,"tile487485_736815_736967",3446,5346,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47282332,"tile487485_736815_736967",3447,5346,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47282333,"tile487485_736815_736967",3448,5346,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47282334,"tile487485_736815_736967",3449,5346,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47345670,"tile487485_736815_736967",3440,5347,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47320333,"tile487485_736815_736967",3441,5347,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47282336,"tile487485_736815_736967",3442,5347,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47332999,"tile487485_736815_736967",3443,5347,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47282339,"tile487485_736815_736967",3444,5347,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47295001,"tile487485_736815_736967",3445,5347,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47320334,"tile487485_736815_736967",3446,5347,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47294999,"tile487485_736815_736967",3447,5347,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47295000,"tile487485_736815_736967",3448,5347,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47332996,"tile487485_736815_736967",3449,5347,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47244366,"tile487485_736815_736967",3440,5348,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47244365,"tile487485_736815_736967",3441,5348,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47345669,"tile487485_736815_736967",3442,5348,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47332998,"tile487485_736815_736967",3443,5348,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47320336,"tile487485_736815_736967",3444,5348,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47282340,"tile487485_736815_736967",3445,5348,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47282337,"tile487485_736815_736967",3446,5348,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47294997,"tile487485_736815_736967",3447,5348,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47333001,"tile487485_736815_736967",3448,5348,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47345666,"tile487485_736815_736967",3449,5348,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47282341,"tile487485_736815_736967",3440,5349,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47332995,"tile487485_736815_736967",3441,5349,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47345668,"tile487485_736815_736967",3442,5349,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47294998,"tile487485_736815_736967",3443,5349,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47332994,"tile487485_736815_736967",3444,5349,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47332997,"tile487485_736815_736967",3445,5349,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47333003,"tile487485_736815_736967",3446,5349,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47333000,"tile487485_736815_736967",3447,5349,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47333002,"tile487485_736815_736967",3448,5349,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
47345667,"tile487485_736815_736967",3449,5349,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile487485_736815_736967.tif"
49254070,"tile513386_736815_736967",3050,5490,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile513386_736815_736967.tif"
49254068,"tile513386_736815_736967",3051,5490,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile513386_736815_736967.tif"
49254069,"tile513386_736815_736967",3052,5490,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile513386_736815_736967.tif"
49189006,"tile513386_736815_736967",3053,5490,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile513386_736815_736967.tif"
49241062,"tile513386_736815_736967",3054,5490,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile513386_736815_736967.tif"
49254067,"tile513386_736815_736967",3055,5490,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile513386_736815_736967.tif"
49189005,"tile513386_736815_736967",3056,5490,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile513386_736815_736967.tif"
49202016,"tile513386_736815_736967",3057,5490,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile513386_736815_736967.tif"
49202011,"tile513386_736815_736967",3058,5490,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile513386_736815_736967.tif"
49241061,"tile513386_736815_736967",3059,5490,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile513386_736815_736967.tif"
49189004,"tile513386_736815_736967",3050,5491,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile513386_736815_736967.tif"
49306094,"tile513386_736815_736967",3051,5491,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile513386_736815_736967.tif"
49306095,"tile513386_736815_736967",3052,5491,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile513386_736815_736967.tif"
49306096,"tile513386_736815_736967",3053,5491,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile513386_736815_736967.tif"
49202012,"tile513386_736815_736967",3054,5491,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile513386_736815_736967.tif"
49202015,"tile513386_736815_736967",3055,5491,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile513386_736815_736967.tif"
49254072,"tile513386_736815_736967",3056,5491,"GS","s3://***REMOVED***/planet/composite_sr/GS/tile513386_736815_736967.tif"
